id,neighbourhood,district,property_type,room_type,accommodates,n_bathrooms,bedrooms,beds,price,wifi,kitchen,parking,balcony,bbq,washer,host_email,host_phone,host_work_email,longitude,latitude
39971294,nördliche Luisenstadt,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,50.0,1,1,1,0,0,1,1,1,1,13.41573,52.50168
17580693,Parkviertel,Mitte,Private room in condo,Private room,1,0.0,1.0,1.0,42.0,1,0,0,0,0,0,1,1,0,13.35515,52.56151
579471587567149993,Friedenau,Tempelhof - Schöneberg,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,52.0,1,1,0,0,0,1,1,1,0,13.336424344175285,52.47726644290599
17497917,Alexanderplatz,Mitte,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,106.0,1,1,1,1,0,1,1,1,1,13.41012,52.52438
9924899,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,Private room in rental unit,Private room,1,0.0,1.0,1.0,39.0,1,1,0,0,0,0,1,1,0,13.41712,52.49087
37167219,südliche Luisenstadt,Friedrichshain-Kreuzberg,Private room in rental unit,Private room,4,1.0,2.0,2.0,80.0,1,1,0,0,0,1,1,1,0,13.43814,52.49781
1514701,Südliche Friedrichstadt,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,43.0,1,1,0,0,0,1,1,1,1,13.41807,52.49884
1599410,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,68.0,1,1,0,0,0,1,1,1,0,13.39046,52.48889
398011,Prenzlauer Berg Ost,Pankow,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,65.0,1,1,0,0,0,1,1,1,0,13.44103,52.53645
23134815,Osloer Straße,Mitte,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,30.0,1,1,0,0,0,1,1,1,0,13.38765,52.55316
27572024,Schöneberg-Süd,Tempelhof - Schöneberg,Private room in rental unit,Private room,1,0.0,1.0,1.0,35.0,0,1,0,0,0,0,1,1,0,13.35507,52.48401
37143203,Schöneberg-Nord,Tempelhof - Schöneberg,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,75.0,1,1,0,0,0,1,1,1,0,13.36195,52.49508
40855650,Brunnenstr. Nord,Mitte,Private room in rental unit,Private room,2,0.0,1.0,1.0,45.0,1,1,1,1,0,0,1,1,0,13.38001,52.5464
45707053,Pankow Zentrum,Pankow,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,90.0,1,1,1,0,0,1,1,1,0,13.41276,52.57247
549885670737543278,Other,Treptow - Köpenick,Private room in rental unit,Private room,2,0.0,1.0,1.0,66.0,1,1,1,0,0,1,1,1,0,13.51773,52.45282
14712454,Mahlsdorf,Marzahn - Hellersdorf,Other,Entire home/apt,4,1.0,2.0,4.0,72.0,1,1,1,1,1,0,1,1,0,13.65312,52.53443
29453151,Halensee,Charlottenburg-Wilm.,Entire condo,Entire home/apt,3,1.0,1.0,2.0,143.0,1,1,1,0,0,1,1,1,0,13.2865,52.49728
229363,Moabit Ost,Mitte,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,95.0,1,1,1,1,0,1,1,1,0,13.3419,52.52265
53199782,Moabit Ost,Mitte,Entire condo,Entire home/apt,8,2.0,3.0,4.0,240.0,0,0,0,0,0,0,1,1,0,13.34871,52.52313
26379731,Weißensee,Pankow,Shared room in rental unit,Shared room,2,0.0,1.0,1.0,100.0,1,1,0,0,0,1,1,1,0,13.4649,52.54868
32214669,Moabit Ost,Mitte,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,87.0,1,1,0,0,0,0,1,1,1,13.35074,52.53508
34356661,Volkspark Wilmersdorf,Charlottenburg-Wilm.,Entire loft,Entire home/apt,6,1.5,3.0,3.0,233.0,1,1,1,1,0,1,1,1,1,13.33541,52.49165
53657632,Otto-Suhr-Allee,Charlottenburg-Wilm.,Entire condo,Entire home/apt,3,1.0,2.0,3.0,70.0,1,1,0,0,0,0,1,1,0,13.31599,52.51916
1827536,Helmholtzplatz,Pankow,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,119.0,1,1,0,0,0,0,1,1,0,13.41458,52.54584
10384926,Frankfurter Allee Nord,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,48.0,1,1,0,0,0,0,1,1,0,13.46392,52.51552
10521477,Rudow,Neukölln,Other,Entire home/apt,2,0.5,1.0,1.0,23.0,1,1,1,0,0,1,1,1,0,13.48405,52.43849
10826514,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,Private room in rental unit,Private room,2,1.0,1.0,1.0,35.0,1,1,0,0,0,1,1,1,0,13.45082,52.5076
4737384,Rixdorf,Neukölln,Private room in rental unit,Private room,2,1.0,1.0,1.0,20.0,1,1,0,0,0,1,1,1,0,13.44397,52.4825
11414738,Reuterstraße,Neukölln,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,35.0,1,1,0,0,0,1,1,1,0,13.43465,52.48307
11558940,Prenzlauer Berg Ost,Pankow,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,35.0,1,1,0,0,0,1,1,1,0,13.43507,52.5354
6802037,Moabit West,Mitte,Private room in rental unit,Private room,2,1.0,1.0,1.0,47.0,1,1,0,0,0,0,1,1,0,13.34332,52.53265
6874892,Rixdorf,Neukölln,Private room in rental unit,Private room,2,1.0,1.0,1.0,24.0,1,1,0,0,0,1,1,1,0,13.4377,52.48023
13764166,Mierendorffplatz,Charlottenburg-Wilm.,Private room in rental unit,Private room,2,1.0,1.0,1.0,30.0,1,1,0,0,0,1,1,1,0,13.30975,52.52583
3493730,Alexanderplatz,Mitte,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,80.0,1,1,0,0,0,0,1,1,0,13.41055,52.52823
31618075,Frankfurter Allee Nord,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,85.0,1,1,0,0,0,1,1,1,0,13.46202,52.51985
41140644,Helmholtzplatz,Pankow,Entire rental unit,Entire home/apt,2,1.0,2.0,2.0,60.0,1,1,0,0,0,1,1,1,1,13.41707,52.54727
41203702,Schillerpromenade,Neukölln,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,50.0,1,1,1,0,0,0,1,1,0,13.42385,52.47821
24625478,Volkspark Wilmersdorf,Charlottenburg-Wilm.,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,45.0,1,1,0,0,0,1,1,1,0,13.33207,52.47898
42188832,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,Private room in rental unit,Private room,2,0.0,1.0,1.0,20.0,1,1,0,0,0,1,1,1,0,13.46992,52.51363
24884892,Moabit West,Mitte,Private room in rental unit,Private room,2,0.0,1.0,1.0,25.0,1,1,0,0,0,1,1,1,0,13.32897,52.52931
43538286,Reuterstraße,Neukölln,Private room in hostel,Private room,8,2.0,1.0,8.0,80.0,1,0,0,0,0,1,1,1,0,13.42651,52.48838
46236443,Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,70.0,1,1,0,0,0,1,1,1,1,13.4345,52.5152
28222133,Westend,Charlottenburg-Wilm.,Entire rental unit,Entire home/apt,2,1.0,2.0,2.0,70.0,1,1,0,0,0,1,1,1,0,13.25944,52.51706
29929434,Otto-Suhr-Allee,Charlottenburg-Wilm.,Private room in rental unit,Private room,2,1.0,1.0,1.0,40.0,1,1,0,0,0,0,1,1,0,13.32041,52.517
8564195,Rixdorf,Neukölln,Private room in rental unit,Private room,2,1.0,1.0,1.0,20.0,1,1,0,0,0,1,1,1,0,13.45373,52.47296
1434793,Prenzlauer Berg Süd,Pankow,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,40.0,1,1,0,0,0,1,1,1,1,13.43314,52.53519
2174040,Prenzlauer Berg Süd,Pankow,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,50.0,1,1,0,0,0,1,1,1,0,13.42536,52.53601
9820700,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,61.0,1,1,1,0,0,1,1,1,0,13.38407,52.49221
9915189,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,52.0,1,1,0,0,0,1,0,1,0,13.38339,52.49015
17324076,Moabit Ost,Mitte,Private room in rental unit,Private room,1,0.0,1.0,1.0,14.0,1,1,0,0,0,1,1,1,0,13.34842,52.53218
33586474,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,80.0,1,1,0,0,1,1,1,1,0,13.47032,52.51356
33985417,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,85.0,1,1,0,0,0,1,1,1,0,13.45989,52.5091
34300759,Schloß Charlottenburg,Charlottenburg-Wilm.,Entire loft,Entire home/apt,3,2.0,1.0,2.0,220.0,1,1,0,0,0,1,1,1,1,13.29043,52.51796
34964821,Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,Private room in rental unit,Private room,2,0.0,1.0,1.0,45.0,1,1,1,0,0,1,1,1,0,13.4482,52.52272
37683558,Moabit West,Mitte,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,40.0,1,1,0,0,0,1,1,1,0,13.32492,52.52959
39391645,Wedding Zentrum,Mitte,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,58.0,1,1,0,0,0,1,1,1,0,13.34947,52.54049
20927966,Helmholtzplatz,Pankow,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,65.0,1,1,1,0,0,1,0,1,0,13.41825,52.54171
1773412,Reuterstraße,Neukölln,Private room in rental unit,Private room,2,0.0,1.0,1.0,30.0,1,1,0,0,0,1,1,1,0,13.43228,52.48801
4877492,Reuterstraße,Neukölln,Private room in rental unit,Private room,2,1.0,1.0,1.0,25.0,1,1,0,0,0,1,1,1,0,13.43242,52.483
5218671,Parkviertel,Mitte,Private room in rental unit,Private room,2,1.0,1.0,1.0,30.0,1,1,0,0,0,1,1,1,0,13.34881,52.54794
7281788,Pankow Süd,Pankow,Private room in rental unit,Private room,2,0.5,1.0,1.0,30.0,1,1,0,0,0,1,1,1,0,13.41975,52.55398
7455586,Reuterstraße,Neukölln,Private room in rental unit,Private room,3,0.0,1.0,2.0,35.0,1,1,1,1,0,1,1,1,0,13.4306,52.48663
7552777,südliche Luisenstadt,Friedrichshain-Kreuzberg,Private room in rental unit,Private room,3,1.0,1.0,2.0,25.0,0,0,0,0,0,1,1,1,0,13.44568,52.49682
7739379,Albrechtstr.,Steglitz - Zehlendorf,Private room in rental unit,Private room,2,1.0,1.0,1.0,20.0,1,1,0,0,0,1,1,1,0,13.33212,52.46297
7850853,Neuköllner Mitte/Zentrum,Neukölln,Private room in rental unit,Private room,2,1.0,1.0,1.0,20.0,1,1,0,0,0,1,1,1,0,13.43153,52.47111
8067006,Neuköllner Mitte/Zentrum,Neukölln,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,85.0,1,1,0,0,0,1,1,1,0,13.43667,52.46997
9626182,Schöneberg-Süd,Tempelhof - Schöneberg,Entire condo,Entire home/apt,4,1.0,2.0,2.0,70.0,1,1,0,0,0,1,1,1,0,13.35089,52.48792
11145559,Reuterstraße,Neukölln,Private room in rental unit,Private room,1,1.0,1.0,1.0,25.0,1,1,0,0,0,1,0,1,0,13.4294,52.48955
13056913,Pankow Zentrum,Pankow,Private room in rental unit,Private room,1,1.0,1.0,1.0,26.0,1,1,0,0,0,0,1,1,0,13.4212,52.58245
19900163,Other,Lichtenberg,Private room in rental unit,Private room,1,0.0,1.0,1.0,16.0,1,1,1,0,0,1,1,1,0,13.4991,52.49629
19478539,Weißensee,Pankow,Entire condo,Entire home/apt,3,1.0,1.0,2.0,79.0,1,1,1,1,0,0,1,1,1,13.43397,52.55717
22323421,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,200.0,1,1,0,0,0,1,1,1,1,13.4596,52.5117
26265366,Prenzlauer Berg Nord,Pankow,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,120.0,1,1,0,0,0,1,1,1,0,13.43918,52.5419
31778589,Prenzlauer Berg Süd,Pankow,Private room in rental unit,Private room,4,0.0,1.0,2.0,41.0,1,1,0,0,0,1,1,1,0,13.43063,52.53286
32649687,Otto-Suhr-Allee,Charlottenburg-Wilm.,Private room in rental unit,Private room,1,0.0,1.0,1.0,30.0,0,1,0,0,0,0,1,1,0,13.313,52.51433
34250736,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,85.0,1,1,0,0,0,0,1,1,0,13.46186,52.49902
37614695,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,80.0,1,1,0,0,0,1,1,1,0,13.47034,52.51277
38053051,Other,Lichtenberg,Private room in rental unit,Private room,1,0.0,1.0,1.0,25.0,1,0,1,0,0,0,1,1,0,13.46471,52.53215
38507104,Neuköllner Mitte/Zentrum,Neukölln,Entire rental unit,Entire home/apt,2,1.0,2.0,1.0,81.0,1,1,0,0,0,0,1,1,0,13.43606,52.47984
42203395,Regierungsviertel,Mitte,Private room in rental unit,Private room,1,0.0,1.0,1.0,40.0,1,1,0,0,0,1,0,1,0,13.39623,52.51439
50557360,Other,Neukölln,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,74.0,1,1,1,0,0,1,1,1,0,13.42343,52.42125
590200,Rudow,Neukölln,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,65.0,1,1,1,0,0,0,1,1,0,13.47975,52.41335
617382885346050062,Buch,Pankow,Other,Entire home/apt,5,2.0,4.0,5.0,150.0,1,1,1,1,1,0,1,1,0,13.524642,52.646816
23755739,Gatow / Kladow,Spandau,Other,Private room,16,0.0,4.0,14.0,59.0,0,0,1,0,0,0,1,1,0,13.13118,52.45321
41923918,Other,Marzahn - Hellersdorf,Room in hotel,Private room,2,1.0,1.0,2.0,74.0,1,0,1,0,0,0,1,1,0,13.6042,52.53892
37139216,Nord 1,Reinickendorf,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,91.0,1,1,1,0,0,0,1,1,0,13.30671,52.61937
50567543,Zehlendorf  Südwest,Steglitz - Zehlendorf,Private room in home,Private room,2,1.0,1.0,1.0,48.0,1,0,1,0,0,0,1,1,0,13.14386,52.39731
37826984,Nord 1,Reinickendorf,Private room in home,Private room,4,1.0,2.0,3.0,61.0,1,0,1,1,1,1,0,1,0,13.33372,52.63019
18592924,Zehlendorf  Südwest,Steglitz - Zehlendorf,Private room in condo,Private room,2,1.0,1.0,1.0,72.0,1,0,1,0,0,0,1,1,0,13.18821,52.42896
50860768,Other,Marzahn - Hellersdorf,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,81.0,1,0,1,0,0,0,1,1,0,13.554639,52.54126
551124949392737246,Nord 1,Reinickendorf,Entire condo,Entire home/apt,8,1.0,3.0,3.0,249.0,1,1,1,0,0,0,1,1,0,13.29853,52.61972
44566079,Tempelhof,Tempelhof - Schöneberg,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,99.0,1,0,0,0,0,1,1,1,0,13.37891,52.45799
50847564,Rummelsburger Bucht,Lichtenberg,Private room in rental unit,Private room,2,0.0,1.0,1.0,30.0,1,1,0,0,0,1,1,1,0,13.47986,52.50045
30341837,Weißensee,Pankow,Private room in rental unit,Private room,2,1.0,1.0,1.0,48.0,1,1,1,0,0,1,1,1,0,13.43771,52.55378
36011170,Osloer Straße,Mitte,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,132.0,1,1,1,0,0,1,1,1,0,13.38642,52.55499
4028925,Baumschulenweg,Treptow - Köpenick,Private room in rental unit,Private room,2,0.0,1.0,1.0,23.0,1,1,1,1,0,0,1,1,0,13.48713,52.46648
39694694,Osloer Straße,Mitte,Private room in rental unit,Private room,2,0.5,1.0,1.0,32.0,1,1,1,0,0,0,1,1,0,13.39537,52.55989
26807658,Regierungsviertel,Mitte,Entire rental unit,Entire home/apt,3,2.0,1.0,2.0,100.0,1,1,0,0,0,1,1,1,1,13.38831,52.51373
880250,Heerstrasse,Charlottenburg-Wilm.,Entire condo,Entire home/apt,3,1.0,1.0,1.0,27.0,1,1,1,1,0,0,1,1,0,13.24357,52.50865
8066636,Osloer Straße,Mitte,Private room in rental unit,Private room,1,1.0,1.0,1.0,25.0,0,1,0,1,0,1,1,1,0,13.38482,52.55895
42828426,Grunewald,Charlottenburg-Wilm.,Private room in rental unit,Private room,2,1.0,1.0,1.0,60.0,1,1,0,0,0,1,0,1,0,13.28304,52.49421
39816613,Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,Private room in rental unit,Private room,1,0.0,1.0,1.0,46.0,1,1,1,0,0,1,1,1,0,13.43763,52.51874
3945778,Friedenau,Tempelhof - Schöneberg,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,73.0,1,1,1,0,0,1,1,1,0,13.34076,52.47418
543304521392769826,Osloer Straße,Mitte,Entire loft,Entire home/apt,1,1.0,1.0,1.0,45.0,1,1,0,0,0,1,1,1,0,13.3791,52.56159
25555552,Weißensee,Pankow,Private room in rental unit,Private room,2,1.0,1.0,1.0,70.0,1,1,0,0,0,0,1,1,0,13.4347,52.55441
14555185,Parkviertel,Mitte,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,58.0,1,1,0,1,0,1,1,1,0,13.34669,52.54937
51900143,Teltower Damm,Steglitz - Zehlendorf,Entire home,Entire home/apt,5,2.5,2.0,4.0,105.0,1,1,1,1,0,0,1,1,0,13.26835,52.42561
31890149,Friedenau,Tempelhof - Schöneberg,Entire rental unit,Entire home/apt,6,1.0,2.0,6.0,135.0,1,1,1,0,0,1,1,1,0,13.32625,52.46817
14233505,südliche Luisenstadt,Friedrichshain-Kreuzberg,Private room in rental unit,Private room,1,0.0,1.0,1.0,31.0,1,1,1,0,0,1,0,1,0,13.43881,52.49766
33035580,Moabit Ost,Mitte,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,90.0,1,1,0,0,0,1,1,1,0,13.35117,52.53296
5519851,Düsseldorfer Straße,Charlottenburg-Wilm.,Entire rental unit,Entire home/apt,5,1.5,3.0,3.0,160.0,1,1,1,0,0,1,1,1,1,13.32565,52.49927
28532851,Schöneberg-Nord,Tempelhof - Schöneberg,Room in hotel,Hotel room,2,1.0,1.0,1.0,181.0,1,0,1,0,0,0,1,1,0,13.36134,52.49379
35363485,Schillerpromenade,Neukölln,Private room in loft,Private room,2,1.5,2.0,1.0,69.0,1,1,1,0,0,1,1,1,0,13.41882,52.47922
189288,Prenzlauer Berg Ost,Pankow,Other,Entire home/apt,4,1.0,2.0,2.0,105.0,1,1,1,1,1,0,1,1,0,13.45771,52.53822
39439507,Brunnenstr. Nord,Mitte,Private room in rental unit,Private room,1,0.0,1.0,3.0,32.0,1,1,1,0,0,1,1,1,0,13.39671,52.53996
36401268,Brunnenstr. Süd,Mitte,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,108.0,1,1,1,0,0,1,1,1,0,13.38138,52.53228
1245728,Wedding Zentrum,Mitte,Entire rental unit,Entire home/apt,6,1.0,1.0,1.0,59.0,1,1,1,0,0,1,1,1,0,13.36494,52.55462
28144532,Regierungsviertel,Mitte,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,85.0,1,1,1,1,0,1,1,1,0,13.3822,52.51123
40665178,Düsseldorfer Straße,Charlottenburg-Wilm.,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,60.0,1,1,0,0,0,1,1,1,0,13.33405,52.49805
5335113,Teltower Damm,Steglitz - Zehlendorf,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,120.0,1,1,1,0,0,1,1,1,0,13.27842,52.43237
35731198,Prenzlauer Berg Nordwest,Pankow,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,65.0,1,1,0,0,0,0,1,1,0,13.41385,52.55135
29473988,Friedenau,Tempelhof - Schöneberg,Private room in rental unit,Private room,1,1.5,1.0,1.0,40.0,1,1,0,1,0,1,1,1,0,13.32762,52.47209
40590682,Regierungsviertel,Mitte,Private room in loft,Private room,3,0.0,1.0,1.0,50.0,1,1,0,0,0,1,1,1,0,13.3928,52.51001
38261816,Other,Spandau,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,62.0,1,1,1,0,0,1,1,1,0,13.15752,52.53672
612372142690318460,Other,Spandau,Entire condo,Entire home/apt,2,1.0,1.0,1.0,180.0,1,1,0,0,0,1,1,1,0,13.194449,52.525108
47041746,Other,Treptow - Köpenick,Entire condo,Entire home/apt,2,1.0,1.0,1.0,35.0,1,1,1,0,0,1,1,1,0,13.5819,52.46299
35685973,Pankow Zentrum,Pankow,Private room in rental unit,Private room,1,0.0,1.0,1.0,45.0,1,0,1,0,0,0,1,1,0,13.42696,52.58294
32852670,Volkspark Wilmersdorf,Charlottenburg-Wilm.,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,95.0,0,1,1,1,0,1,1,1,0,13.32411,52.48535
51101798,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,Entire loft,Entire home/apt,3,1.5,1.0,2.0,120.0,1,1,1,0,0,1,1,1,0,13.46277,52.50068
20378421,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,Private room in loft,Private room,2,1.0,1.0,1.0,66.0,1,1,1,1,0,0,1,1,0,13.40431,52.49185
48100702,Alt-Lichtenberg,Lichtenberg,Private room in rental unit,Private room,2,1.0,1.0,1.0,150.0,0,1,1,0,0,1,1,1,0,13.49976,52.51481
44472065,Wedding Zentrum,Mitte,Entire serviced apartment,Entire home/apt,14,2.0,4.0,4.0,305.0,0,1,1,1,0,0,1,1,0,13.363287,52.541718
1176655,Brunnenstr. Süd,Mitte,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,84.0,1,1,1,1,0,0,1,1,1,13.40217,52.53434
587362790760361933,Prenzlauer Berg Südwest,Pankow,Entire condo,Entire home/apt,2,1.0,1.0,1.0,80.0,1,1,0,0,0,1,1,1,0,13.41746,52.53891
42636196,Prenzlauer Berg Nord,Pankow,Private room in hostel,Private room,2,1.0,1.0,1.0,84.0,1,0,0,0,0,0,0,1,0,13.41728,52.55028
23099767,Prenzlauer Berg Süd,Pankow,Private room in rental unit,Private room,2,0.0,1.0,1.0,21.0,1,1,1,0,0,1,1,1,0,13.41875,52.52837
12060184,südliche Luisenstadt,Friedrichshain-Kreuzberg,Entire condo,Entire home/apt,2,1.0,1.0,1.0,105.0,1,1,1,0,0,1,1,1,0,13.44082,52.4959
54192678,Neuköllner Mitte/Zentrum,Neukölln,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,50.0,0,1,0,0,0,1,1,1,0,13.42526,52.48176
6936087,Moabit West,Mitte,Private room in condo,Private room,1,0.0,1.0,1.0,49.0,1,1,1,1,0,0,1,1,1,13.335,52.53272
1328436,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,110.0,1,1,0,0,0,1,1,1,0,13.3922,52.49075
2760114,Teltower Damm,Steglitz - Zehlendorf,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,70.0,1,1,1,0,0,0,1,1,0,13.24956,52.4337
36365039,Halensee,Charlottenburg-Wilm.,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,125.0,1,1,1,0,0,1,1,1,0,13.29076,52.49986
37928180,Brunnenstr. Nord,Mitte,Entire rental unit,Entire home/apt,7,1.5,4.0,4.0,177.0,1,1,0,0,0,1,1,1,0,13.39744,52.54074
30653818,Parkviertel,Mitte,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,75.0,1,1,1,0,0,1,1,1,0,13.34202,52.54682
38277389,Alexanderplatz,Mitte,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,78.0,1,1,1,0,0,1,1,1,0,13.41611,52.52648
35816525,Alexanderplatz,Mitte,Shared room in hostel,Shared room,1,0.0,1.0,1.0,76.0,1,0,0,0,0,0,1,1,0,13.39092,52.52368
33758492,Mierendorffplatz,Charlottenburg-Wilm.,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,84.0,1,1,1,1,0,0,1,1,0,13.29889,52.5268
12398605,Neue Kantstraße,Charlottenburg-Wilm.,Entire loft,Entire home/apt,5,1.0,2.0,5.0,86.0,1,1,1,1,0,1,1,1,0,13.29473,52.50525
614877823224944365,Südliche Friedrichstadt,Friedrichshain-Kreuzberg,Private room in rental unit,Private room,2,0.0,1.0,2.0,63.0,1,1,0,0,0,1,1,1,0,13.38879835086222,52.500696066170114
43618900,Schöneberg-Nord,Tempelhof - Schöneberg,Private room in rental unit,Private room,2,2.5,1.0,1.0,46.0,1,1,0,1,1,1,1,1,1,13.35128,52.49276
156010,Alexanderplatz,Mitte,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,36.0,1,1,0,0,0,1,1,1,0,13.42393,52.51727
51913751,Alexanderplatz,Mitte,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,88.0,1,1,0,0,0,1,0,1,0,13.40979,52.5244
44782205,Schillerpromenade,Neukölln,Private room in rental unit,Private room,1,0.0,1.0,1.0,22.0,1,1,0,0,0,1,1,1,0,13.4243,52.482
27818685,Brunnenstr. Nord,Mitte,Entire rental unit,Entire home/apt,2,2.0,1.0,1.0,96.0,1,1,0,1,0,1,1,1,0,13.40215,52.54009
14581100,Prenzlauer Berg Nordwest,Pankow,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,80.0,1,1,0,1,0,1,1,1,0,13.40692,52.54973
26086324,Wedding Zentrum,Mitte,Entire rental unit,Entire home/apt,2,1.0,2.0,1.0,150.0,1,1,1,0,0,1,1,0,0,13.36676,52.5474
47211361,Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,60.0,1,1,1,1,0,0,1,1,0,13.4505,52.51389
1523887,Schöneberg-Nord,Tempelhof - Schöneberg,Private room in rental unit,Private room,2,0.0,1.0,1.0,60.0,1,1,1,1,0,1,1,1,0,13.3705,52.49112
50191596,Britz,Neukölln,Entire rental unit,Entire home/apt,1,1.0,1.0,2.0,52.0,1,1,1,0,0,1,0,1,0,13.43677,52.46258
493539,Alexanderplatz,Mitte,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,125.0,1,1,0,0,0,1,1,1,0,13.41369,52.5151
27868762,Schöneberg-Nord,Tempelhof - Schöneberg,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,48.0,1,1,1,0,0,0,1,1,0,13.34397,52.50253
588011,Reuterstraße,Neukölln,Entire condo,Entire home/apt,2,1.0,1.0,2.0,110.0,1,1,1,1,0,1,1,1,0,13.42712,52.49305
51262128,Frankfurter Allee Nord,Friedrichshain-Kreuzberg,Entire rental unit,Entire home/apt,4,2.5,3.0,3.0,190.0,1,1,1,1,0,1,0,1,0,13.46849,52.51964
25856905,Prenzlauer Berg Ost,Pankow,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,78.0,1,1,0,0,0,1,1,1,0,13.43929,52.53679
28776259,Prenzlauer Berg Nordwest,Pankow,Other,Private room,3,1.0,1.0,2.0,110.0,1,1,0,0,0,0,1,1,0,13.41133,52.54405
